key,locale,value,type,section,parent
project.edificio-comercial-guimaraes.seo.title,fr,Immeuble commercial à Guimarães | Winterplateau,text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.seo.description,pt,"Modernização da fachada de edifício comercial no centro histórico de Guimarães. Bandas e pilastras em EPS com sistema ETICS nos 3 pisos.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.seo.description,en,"Façade modernisation of a commercial building in the historic centre of Guimarães. EPS bands and pilasters with ETICS system across 3 floors.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.seo.description,fr,"Modernisation de la façade d'un immeuble commercial du centre historique de Guimarães. Bandeaux et pilastres EPS avec ITE sur 3 étages.",text,edificio-comercial-guimaraes,Projetos
project.edificio-comercial-guimaraes.seo.og_image,pt,https://www.winterplateau.pt/assets/og-edificio-comercial-guimaraes.jpg,image,edificio-comercial-guimaraes,Projetos
project.apartamentos-vila-verde.slug,pt,apartamentos-vila-verde,data,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.title,pt,Bloco de Apartamentos,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.title,en,Apartment Block,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.title,fr,Immeuble résidentiel,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.location,pt,Vila Verde,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.year,pt,2023,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.type,pt,Construção Nova,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.type,en,New Build,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.type,fr,Construction neuve,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.cols,pt,4,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.floors,pt,5,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.hue,pt,203,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.summary,pt,"Empreendimento de habitação coletiva com fachada ventilada e remates em EPS. Solução leve que acelera a obra e garante uniformidade em todos os pisos.",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.summary,en,"Multi-family housing development with ventilated façade and EPS trims. A lightweight solution that speeds up construction and ensures uniformity across all floors.",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.summary,fr,"Programme de logements collectifs avec façade ventilée et finitions en EPS. Une solution légère qui accélère le chantier et garantit l'uniformité à tous les étages.",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.product.1,pt,Cornijas,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.product.2,pt,Bandas,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.product.3,pt,Peitoris,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.product.4,pt,Capoto / ETICS,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.1.value,pt,1.240,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.1.unit,pt,m²,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.1.label,pt,Fachada,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.1.label,en,Façade,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.1.label,fr,Façade,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.value,pt,14,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.unit,pt,sem,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.unit,en,wks,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.unit,fr,sem.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.label,pt,Duração,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.label,en,Duration,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.2.label,fr,Durée,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.value,pt,20,number,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.unit,pt,frações,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.unit,en,units,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.unit,fr,logements,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.label,pt,Habitação,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.label,en,Housing,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.stat.3.label,fr,Logements,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.phase,pt,01,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.title,pt,Planeamento,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.title,en,Planning,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.title,fr,Planification,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.description,pt,Faseamento da obra por alçado e logística de estaleiro.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.description,en,Phasing of works by elevation and site logistics.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.1.description,fr,Phasage des travaux par façade et logistique de chantier.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.phase,pt,02,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.title,pt,Isolamento,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.title,en,Insulation,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.title,fr,Isolation,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.description,pt,Sistema ETICS aplicado piso a piso.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.description,en,ETICS system applied floor by floor.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.2.description,fr,Système ITE appliqué étage par étage.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.phase,pt,03,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.title,pt,Molduras,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.title,en,Mouldings,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.title,fr,Moulures,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.description,pt,"Bandas, cornijas e peitoris montados em série.",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.description,en,"Bands, cornices and sills installed in series.",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.3.description,fr,"Bandeaux, corniches et appuis posés en série.",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.phase,pt,04,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.title,pt,Acabamento,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.title,en,Finishing,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.title,fr,Finitions,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.description,pt,Revestimento final e ensaios de desempenho térmico.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.description,en,Final render and thermal performance testing.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.process.4.description,fr,Revêtement final et essais de performance thermique.,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.title,pt,Bloco de Apartamentos em Vila Verde | Winterplateau,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.title,en,Apartment Block in Vila Verde | Winterplateau,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.title,fr,Immeuble résidentiel à Vila Verde | Winterplateau,text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.description,pt,"Construção nova de bloco de 20 apartamentos em Vila Verde. Fachada com cornijas, bandas e peitoris em EPS sobre sistema ETICS — 1.240 m².",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.description,en,"New-build block of 20 apartments in Vila Verde. Façade with EPS cornices, bands and sills on ETICS system — 1,240 m².",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.description,fr,"Construction neuve d'un immeuble de 20 logements à Vila Verde. Façade avec corniches, bandeaux et appuis EPS sur système ITE — 1 240 m².",text,apartamentos-vila-verde,Projetos
project.apartamentos-vila-verde.seo.og_image,pt,https://www.winterplateau.pt/assets/og-apartamentos-vila-verde.jpg,image,apartamentos-vila-verde,Projetos
project.restauro-solar-barcelos.slug,pt,restauro-solar-barcelos,data,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.title,pt,Restauro de Solar,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.title,en,Manor House Restoration,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.title,fr,Restauration d'un manoir,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.location,pt,Barcelos,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.year,pt,2021,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.type,pt,Reabilitação,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.type,en,Renovation,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.type,fr,Réhabilitation,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.cols,pt,3,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.floors,pt,2,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.hue,pt,196,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.summary,pt,"Recuperação de elementos decorativos de um solar do século XIX. Réplicas das molduras originais executadas em EPS de alta densidade, fiéis ao desenho histórico.",text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.summary,en,"Recovery of decorative elements of a 19th-century manor house. Replicas of the original mouldings made in high-density EPS, faithful to the historic design.",text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.summary,fr,"Restauration des éléments décoratifs d'un manoir du XIXe siècle. Répliques des moulures d'origine en EPS haute densité, fidèles au dessin historique.",text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.product.1,pt,Molduras à medida,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.product.2,pt,Cornijas,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.product.3,pt,Pilastras,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.1.value,pt,310,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.1.unit,pt,m²,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.1.label,pt,Fachada,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.1.label,en,Façade,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.1.label,fr,Façade,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.value,pt,10,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.unit,pt,sem,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.unit,en,wks,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.unit,fr,sem.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.label,pt,Duração,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.label,en,Duration,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.2.label,fr,Durée,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.3.value,pt,1850,number,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.3.label,pt,Época,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.3.label,en,Era,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.stat.3.label,fr,Époque,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.phase,pt,01,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.title,pt,Levantamento,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.title,en,Survey,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.title,fr,Relevé,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.description,pt,Medição e moldagem dos elementos decorativos originais.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.description,en,Measurement and moulding of the original decorative elements.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.1.description,fr,Relevé et moulage des éléments décoratifs d'origine.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.phase,pt,02,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.title,pt,Produção,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.title,en,Production,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.title,fr,Production,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.description,pt,Corte CNC das réplicas em EPS de alta densidade.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.description,en,CNC cutting of the replicas in high-density EPS.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.2.description,fr,Découpe CNC des répliques en EPS haute densité.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.phase,pt,03,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.title,pt,Montagem,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.title,en,Assembly,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.title,fr,Montage,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.description,pt,Aplicação cuidada respeitando a composição histórica.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.description,en,Careful installation respecting the historic composition.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.3.description,fr,Pose soignée dans le respect de la composition historique.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.phase,pt,04,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.title,pt,Patine,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.title,en,Patina,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.title,fr,Patine,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.description,pt,Acabamento texturado a imitar a pedra envelhecida.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.description,en,Textured finish imitating aged stone.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.process.4.description,fr,Finition texturée imitant la pierre vieillie.,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.title,pt,Restauro de Solar do Séc. XIX em Barcelos | Winterplateau,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.title,en,19th-Century Manor House Restoration in Barcelos | Winterplateau,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.title,fr,Restauration d'un manoir du XIXe siècle à Barcelos | Winterplateau,text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.description,pt,"Recuperação dos elementos decorativos de um solar do século XIX em Barcelos. Réplicas das molduras originais em EPS de alta densidade, cortadas a CNC.",text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.description,en,"Recovery of decorative elements of a 19th-century manor house in Barcelos. Original moulding replicas in high-density EPS, CNC-cut to match the historic design.",text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.description,fr,"Restauration des éléments décoratifs d'un manoir du XIXe siècle à Barcelos. Répliques des moulures d'origine en EPS haute densité, découpées au CNC.",text,restauro-solar-barcelos,Projetos
project.restauro-solar-barcelos.seo.og_image,pt,https://www.winterplateau.pt/assets/og-restauro-solar-barcelos.jpg,image,restauro-solar-barcelos,Projetos
project.clinica-famalicao.slug,pt,clinica-famalicao,data,clinica-famalicao,Projetos
project.clinica-famalicao.title,pt,Clínica Privada,text,clinica-famalicao,Projetos
project.clinica-famalicao.title,en,Private Clinic,text,clinica-famalicao,Projetos
project.clinica-famalicao.title,fr,Clinique privée,text,clinica-famalicao,Projetos
project.clinica-famalicao.location,pt,V. N. Famalicão,text,clinica-famalicao,Projetos
project.clinica-famalicao.year,pt,2024,number,clinica-famalicao,Projetos
project.clinica-famalicao.type,pt,Construção Nova,text,clinica-famalicao,Projetos
project.clinica-famalicao.type,en,New Build,text,clinica-famalicao,Projetos
project.clinica-famalicao.type,fr,Construction neuve,text,clinica-famalicao,Projetos
project.clinica-famalicao.cols,pt,3,number,clinica-famalicao,Projetos
project.clinica-famalicao.floors,pt,3,number,clinica-famalicao,Projetos
project.clinica-famalicao.hue,pt,208,number,clinica-famalicao,Projetos
project.clinica-famalicao.summary,pt,"Fachada limpa e contemporânea para um edifício de saúde. Linhas horizontais em banda de EPS marcam os pisos e integram a sinalética exterior.",text,clinica-famalicao,Projetos
project.clinica-famalicao.summary,en,"A clean, contemporary façade for a healthcare building. Horizontal EPS bands mark the floors and integrate the exterior signage.",text,clinica-famalicao,Projetos
project.clinica-famalicao.summary,fr,Façade épurée et contemporaine pour un bâtiment de santé. Des bandeaux horizontaux en EPS marquent les étages et intègrent la signalétique extérieure.,text,clinica-famalicao,Projetos
project.clinica-famalicao.product.1,pt,Bandas,text,clinica-famalicao,Projetos
project.clinica-famalicao.product.2,pt,Cornija,text,clinica-famalicao,Projetos
project.clinica-famalicao.product.3,pt,Capoto / ETICS,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.1.value,pt,540,number,clinica-famalicao,Projetos
project.clinica-famalicao.stat.1.unit,pt,m²,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.1.label,pt,Fachada,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.1.label,en,Façade,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.1.label,fr,Façade,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.value,pt,7,number,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.unit,pt,sem,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.unit,en,wks,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.unit,fr,sem.,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.label,pt,Duração,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.label,en,Duration,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.2.label,fr,Durée,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.3.value,pt,A+,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.3.label,pt,Eficiência,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.3.label,en,Efficiency,text,clinica-famalicao,Projetos
project.clinica-famalicao.stat.3.label,fr,Efficacité,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.phase,pt,01,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.title,pt,Conceito,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.title,en,Concept,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.title,fr,Concept,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.description,pt,Definição da linguagem de fachada com o gabinete de arquitetura.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.description,en,Façade language defined with the architecture studio.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.1.description,fr,"Langage de façade défini avec le cabinet d'architecture.",text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.phase,pt,02,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.title,pt,Isolamento,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.title,en,Insulation,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.title,fr,Isolation,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.description,pt,Capoto contínuo para máximo desempenho térmico.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.description,en,Continuous ETICS for maximum thermal performance.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.2.description,fr,ITE continue pour une performance thermique maximale.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.phase,pt,03,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.title,pt,Bandas,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.title,en,Bands,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.title,fr,Bandeaux,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.description,pt,Montagem das bandas horizontais que ritmam os pisos.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.description,en,Installation of the horizontal bands that rhythm the floors.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.3.description,fr,Pose des bandeaux horizontaux qui rythment les étages.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.phase,pt,04,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.title,pt,Entrega,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.title,en,Handover,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.title,fr,Livraison,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.description,pt,Acabamento branco e integração da sinalética.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.description,en,White finish and signage integration.,text,clinica-famalicao,Projetos
project.clinica-famalicao.process.4.description,fr,Finition blanche et intégration de la signalétique.,text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.title,pt,Clínica Privada em V. N. Famalicão | Winterplateau,text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.title,en,Private Clinic in V. N. Famalicão | Winterplateau,text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.title,fr,Clinique privée à V. N. Famalicão | Winterplateau,text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.description,pt,"Fachada contemporânea para clínica privada em Famalicão. Bandeaux horizontais em EPS com sistema ETICS — 540 m², eficiência A+.",text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.description,en,"Contemporary façade for a private clinic in Famalicão. Horizontal EPS bands with ETICS system — 540 m², A+ efficiency rating.",text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.description,fr,"Façade contemporaine pour une clinique privée à Famalicão. Bandeaux horizontaux EPS avec ITE — 540 m², performance A+.",text,clinica-famalicao,Projetos
project.clinica-famalicao.seo.og_image,pt,https://www.winterplateau.pt/assets/og-clinica-famalicao.jpg,image,clinica-famalicao,Projetos
seo.home.title,pt,Winterplateau — Soluções em EPS e Perfis Metálicos,text,SEO · Homepage,SEO
seo.home.title,en,Winterplateau — EPS and Metal Profile Solutions,text,SEO · Homepage,SEO
seo.home.title,fr,Winterplateau — Solutions EPS et Profilés métalliques,text,SEO · Homepage,SEO
seo.home.description,pt,"Molduras em EPS e perfis metálicos para construção nova e reabilitação de fachadas. Fabricação nacional desde 2016, certificação CE. Vila Verde, Braga.",text,SEO · Homepage,SEO
seo.home.description,en,"EPS mouldings and metal profiles for new construction and façade renovation. Made in Portugal since 2016, CE certified. Vila Verde, Braga.",text,SEO · Homepage,SEO
seo.home.description,fr,"Moulures EPS et profilés métalliques pour la construction neuve et la réhabilitation de façades. Fabrication portugaise depuis 2016, certifié CE.",text,SEO · Homepage,SEO
seo.home.og_title,pt,Winterplateau — Soluções em EPS e Perfis Metálicos,text,SEO · Homepage,SEO
seo.home.og_title,en,Winterplateau — EPS and Metal Profile Solutions,text,SEO · Homepage,SEO
seo.home.og_title,fr,Winterplateau — Solutions EPS et Profilés métalliques,text,SEO · Homepage,SEO
seo.home.og_description,pt,"Molduras em EPS e perfis metálicos para construção nova e reabilitação. Fabricação nacional, certificação europeia.",text,SEO · Homepage,SEO
seo.home.og_description,en,"EPS mouldings and metal profiles for new construction and renovation. Made in Portugal, European certification.",text,SEO · Homepage,SEO
seo.home.og_description,fr,"Moulures EPS et profilés métalliques pour la construction et la réhabilitation. Fabrication portugaise, certification européenne.",text,SEO · Homepage,SEO
seo.home.og_image,pt,https://www.winterplateau.pt/assets/og-home.jpg,image,SEO · Homepage,SEO
seo.home.keywords,pt,"EPS, molduras EPS, perfis metálicos, capoto, ETICS, reabilitação de fachada, construção, Vila Verde, Braga",text,SEO · Homepage,SEO
seo.home.keywords,en,"EPS mouldings, metal profiles, ETICS, façade renovation, construction, Portugal",text,SEO · Homepage,SEO
seo.home.keywords,fr,"moulures EPS, profilés métalliques, ITE, réhabilitation façade, construction, Portugal",text,SEO · Homepage,SEO
seo.projects.title,pt,Obras — Portefólio de Projetos | Winterplateau,text,SEO · Projetos,SEO
seo.projects.title,en,Projects — Portfolio | Winterplateau,text,SEO · Projetos,SEO
seo.projects.title,fr,Chantiers — Portfolio | Winterplateau,text,SEO · Projetos,SEO
seo.projects.description,pt,"Portefólio de obras de reabilitação de fachadas e construção nova com molduras EPS e sistemas ETICS no norte de Portugal.",text,SEO · Projetos,SEO
seo.projects.description,en,"Portfolio of façade renovation and new construction projects with EPS mouldings and ETICS systems in northern Portugal.",text,SEO · Projetos,SEO
seo.projects.description,fr,"Portfolio de chantiers de réhabilitation de façades et de construction neuve avec moulures EPS et systèmes ITE dans le nord du Portugal.",text,SEO · Projetos,SEO
seo.projects.og_title,pt,Portefólio de Obras | Winterplateau,text,SEO · Projetos,SEO
seo.projects.og_title,en,Projects Portfolio | Winterplateau,text,SEO · Projetos,SEO
seo.projects.og_title,fr,Portfolio Chantiers | Winterplateau,text,SEO · Projetos,SEO
seo.projects.og_image,pt,https://www.winterplateau.pt/assets/og-projects.jpg,image,SEO · Projetos,SEO
seo.projects.keywords,pt,"obras, reabilitação de fachada, construção nova, molduras EPS, norte de Portugal, portefólio",text,SEO · Projetos,SEO
seo.projects.keywords,en,"projects, façade renovation, new construction, EPS mouldings, northern Portugal, portfolio",text,SEO · Projetos,SEO
seo.projects.keywords,fr,"chantiers, réhabilitation façade, construction neuve, moulures EPS, nord Portugal, portfolio",text,SEO · Projetos,SEO
seo.project_detail.title_suffix,pt,| Obras | Winterplateau,text,SEO · Detalhe,SEO
seo.project_detail.title_suffix,en,| Projects | Winterplateau,text,SEO · Detalhe,SEO
seo.project_detail.title_suffix,fr,| Chantiers | Winterplateau,text,SEO · Detalhe,SEO
seo.project_detail.og_image_fallback,pt,https://www.winterplateau.pt/assets/og-projects.jpg,image,SEO · Detalhe,SEO
seo.site.name,pt,Winterplateau,text,SEO · Detalhe,SEO
seo.site.locale_default,pt,pt_PT,text,SEO · Detalhe,SEO
seo.site.locale_en,pt,en_GB,text,SEO · Detalhe,SEO
seo.site.locale_fr,pt,fr_FR,text,SEO · Detalhe,SEO
seo.site.twitter_card,pt,summary_large_image,text,SEO · Detalhe,SEO
